,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
0,Shai Gilgeous-Alexander,Oklahoma City Thunder,36:46,10,23,0.435,3,7,0.429,3,6,0.5,0,2,2,1,1,0,1,2,26,-12,36:46,0.507,0.5,0.304,0.261,0.0,5.0,2.7,6.9,1.3,0.0,3.8,31.7,98.0,105.0,20191023
1,Chris Paul,Oklahoma City Thunder,30:07,7,15,0.467,4,7,0.571,4,4,1.0,1,7,8,3,1,0,1,4,22,4,30:07,0.656,0.6,0.467,0.267,3.5,21.5,13.1,22.9,1.6,0.0,5.6,25.8,130.0,99.0,20191023
2,Danilo Gallinari,Oklahoma City Thunder,28:21,7,13,0.538,2,5,0.4,5,5,1.0,0,7,7,2,1,0,1,2,21,7,28:21,0.691,0.615,0.385,0.385,0.0,22.8,12.2,16.8,1.7,0.0,6.2,25.0,133.0,99.0,20191023
3,Steven Adams,Oklahoma City Thunder,27:42,1,8,0.125,0,0,0.0,1,6,0.167,3,8,11,2,1,0,2,4,3,-1,27:42,0.141,0.125,0.0,0.75,11.6,26.7,19.7,11.5,1.8,0.0,15.8,20.0,47.0,97.0,20191023
4,Terrance Ferguson,Oklahoma City Thunder,23:51,0,0,0.0,0,0,0.0,2,2,1.0,1,1,2,1,0,0,1,2,2,-9,23:51,1.136,0.0,0.0,0.0,4.5,3.9,4.1,6.3,0.0,0.0,53.2,3.5,135.0,108.0,20191023
5,Dennis Schröder,Oklahoma City Thunder,30:40,1,8,0.125,1,3,0.333,0,0,0.0,1,5,6,4,0,0,2,2,3,-3,30:40,0.188,0.188,0.375,0.0,3.5,15.1,9.7,20.6,0.0,0.0,20.0,14.3,55.0,105.0,20191023
6,Hamidou Diallo,Oklahoma City Thunder,23:00,5,8,0.625,0,1,0.0,2,4,0.5,1,2,3,0,1,0,3,3,12,-1,23:00,0.615,0.625,0.125,0.5,4.6,8.0,6.5,0.0,2.1,0.0,23.5,24.3,92.0,102.0,20191023
7,Darius Bazley,Oklahoma City Thunder,19:15,0,3,0.0,0,1,0.0,0,0,0.0,0,3,3,0,0,1,1,2,0,-6,19:15,0.0,0.0,0.333,0.0,0.0,14.4,7.7,0.0,0.0,3.8,25.0,9.1,0.0,102.0,20191023
8,Mike Muscala,Oklahoma City Thunder,15:36,0,4,0.0,0,3,0.0,4,4,1.0,0,4,4,2,0,2,1,2,4,1,15:36,0.347,0.0,0.75,1.0,0.0,23.7,12.7,19.2,0.0,9.3,14.8,19.0,77.0,94.0,20191023
9,Nerlens Noel,Oklahoma City Thunder,4:42,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,0,2,-5,4:42,1.0,1.0,0.0,0.0,0.0,39.3,21.1,0.0,0.0,15.5,0.0,9.3,200.0,85.0,20191023
