,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
0,Jae Crowder,Memphis Grizzlies,30:17,3,11,0.273,2,9,0.222,5,6,0.833,2,3,5,2,1,0,1,1,13,-9,30:17,0.477,0.364,0.818,0.545,6.5,11.3,8.7,9.5,1.4,0.0,6.8,18.4,103.0,111.0,20191023
1,Jaren Jackson Jr.,Memphis Grizzlies,29:56,5,12,0.417,0,6,0.0,7,9,0.778,1,2,3,0,1,2,3,5,17,-11,29:56,0.533,0.417,0.5,0.75,3.3,7.6,5.3,0.0,1.4,4.8,15.8,24.1,94.0,108.0,20191023
2,Ja Morant,Memphis Grizzlies,25:09,6,12,0.5,0,1,0.0,2,4,0.5,0,4,4,4,1,1,6,4,14,-29,25:09,0.509,0.5,0.083,0.333,0.0,18.2,8.4,28.8,1.7,2.8,30.4,29.9,75.0,106.0,20191023
3,Dillon Brooks,Memphis Grizzlies,18:10,3,7,0.429,1,2,0.5,0,0,0.0,0,5,5,1,1,1,2,5,7,-16,18:10,0.5,0.5,0.286,0.0,0.0,31.5,14.5,8.8,2.4,3.9,22.2,18.8,77.0,101.0,20191023
4,Jonas Valančiūnas,Memphis Grizzlies,16:09,3,7,0.429,0,2,0.0,1,2,0.5,0,1,1,1,1,1,3,5,7,-19,16:09,0.444,0.429,0.286,0.286,0.0,7.1,3.3,10.2,2.7,4.4,27.6,25.6,65.0,106.0,20191023
5,Marko Guduric,Memphis Grizzlies,24:06,4,8,0.5,0,3,0.0,1,1,1.0,0,2,2,2,0,0,3,1,9,6,24:06,0.533,0.5,0.375,0.125,0.0,9.5,4.4,13.3,0.0,0.0,26.2,18.1,81.0,114.0,20191023
6,Tyus Jones,Memphis Grizzlies,24:03,6,12,0.5,0,1,0.0,3,5,0.6,0,1,1,7,2,0,2,4,15,6,24:03,0.528,0.5,0.083,0.417,0.0,4.8,2.2,53.7,3.6,0.0,12.3,25.6,106.0,107.0,20191023
7,Brandon Clarke,Memphis Grizzlies,23:03,3,6,0.5,1,1,1.0,1,1,1.0,2,5,7,1,0,1,0,1,8,6,23:03,0.621,0.583,0.167,0.167,8.5,24.8,16.0,6.6,0.0,3.1,0.0,10.6,136.0,108.0,20191023
8,Kyle Anderson,Memphis Grizzlies,20:50,2,4,0.5,0,1,0.0,0,0,0.0,3,5,8,0,1,0,1,2,4,-7,20:50,0.5,0.5,0.25,0.0,14.1,27.4,20.3,0.0,2.1,0.0,20.0,9.1,98.0,105.0,20191023
9,Grayson Allen,Memphis Grizzlies,20:48,2,6,0.333,1,5,0.2,0,0,0.0,0,1,1,2,0,0,2,3,5,-17,20:48,0.417,0.417,0.833,0.0,0.0,5.5,2.5,13.8,0.0,0.0,25.0,14.6,70.0,115.0,20191023
10,Bruno Caboclo,Memphis Grizzlies,4:44,1,4,0.25,0,1,0.0,0,0,0.0,1,2,3,0,0,1,1,0,2,-3,4:44,0.25,0.25,0.25,0.0,20.7,48.3,33.4,0.0,0.0,15.1,20.0,40.2,51.0,95.0,20191023
11,De'Anthony Melton,Memphis Grizzlies,2:45,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,2,1,0,0,0,0,-2,2:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.9,15.6,0.0,0.0,12.2,75.0,82.0,20191023
12,Solomon Hill,Memphis Grizzlies,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
13,Team Totals,Memphis Grizzlies,240,38,89,0.427,5,32,0.156,20,30,0.667,9,31,40,22,9,7,24,31,101,0,240,0.494,0.455,0.36,0.337,18.4,73.8,44.0,57.9,8.0,10.4,19.0,100.0,90.2,107.2,20191023
14,Jaren Jackson Jr.,Memphis Grizzlies,32:03,9,17,0.529,1,3,0.333,4,6,0.667,4,7,11,2,1,1,4,3,23,-8,32:03,0.586,0.559,0.176,0.353,11.7,21.0,16.3,11.7,1.4,2.9,16.9,29.3,105.0,104.0,20191025
15,Jae Crowder,Memphis Grizzlies,30:54,5,13,0.385,3,10,0.3,0,0,0.0,2,7,9,3,0,0,1,2,13,-10,30:54,0.5,0.5,0.769,0.0,6.1,21.7,13.8,14.9,0.0,0.0,7.1,18.0,110.0,109.0,20191025
16,Dillon Brooks,Memphis Grizzlies,29:40,2,12,0.167,2,4,0.5,0,0,0.0,0,3,3,1,2,1,3,6,6,0,29:40,0.25,0.25,0.333,0.0,0.0,9.7,4.8,4.5,3.1,3.2,20.0,20.1,48.0,103.0,20191025
17,Ja Morant,Memphis Grizzlies,28:20,3,9,0.333,1,1,1.0,3,4,0.75,2,1,3,5,3,0,4,1,10,-2,28:20,0.465,0.389,0.111,0.444,6.6,3.4,5.0,25.0,4.9,0.0,27.1,20.7,89.0,103.0,20191025
18,Jonas Valančiūnas,Memphis Grizzlies,18:28,4,10,0.4,0,0,0.0,2,2,1.0,4,9,13,0,0,0,2,1,10,2,18:28,0.46,0.4,0.0,0.2,20.4,46.8,33.5,0.0,0.0,0.0,15.5,27.7,93.0,103.0,20191025
19,Brandon Clarke,Memphis Grizzlies,25:17,7,9,0.778,0,1,0.0,0,0,0.0,1,4,5,1,1,3,0,3,14,-13,25:17,0.778,0.778,0.111,0.0,3.7,15.2,9.4,7.4,1.8,11.2,0.0,14.1,159.0,99.0,20191025
20,Kyle Anderson,Memphis Grizzlies,20:12,4,6,0.667,1,1,1.0,0,2,0.0,0,5,5,5,1,1,0,0,9,3,20:12,0.654,0.75,0.167,0.333,0.0,23.8,11.8,40.3,2.3,4.7,0.0,13.5,147.0,101.0,20191025
21,Tyus Jones,Memphis Grizzlies,19:40,1,5,0.2,0,3,0.0,2,2,1.0,0,3,3,3,0,0,2,1,4,-6,19:40,0.34,0.2,0.6,0.4,0.0,14.6,7.2,20.0,0.0,0.0,25.4,15.9,73.0,111.0,20191025
22,Grayson Allen,Memphis Grizzlies,18:21,1,5,0.2,1,3,0.333,3,4,0.75,0,1,1,3,0,0,0,2,6,-3,18:21,0.444,0.3,0.6,0.8,0.0,5.2,2.6,21.6,0.0,0.0,0.0,14.6,119.0,113.0,20191025
23,Marko Guduric,Memphis Grizzlies,17:05,3,8,0.375,1,3,0.333,0,0,0.0,2,1,3,1,0,0,2,2,7,-3,17:05,0.438,0.438,0.375,0.0,11.0,5.6,8.3,9.2,0.0,0.0,20.0,23.3,83.0,113.0,20191025
24,Bruno Caboclo,Memphis Grizzlies,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191025
25,De'Anthony Melton,Memphis Grizzlies,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191025
26,Solomon Hill,Memphis Grizzlies,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191025
27,Team Totals,Memphis Grizzlies,240,39,94,0.415,10,29,0.345,14,20,0.7,15,41,56,24,8,6,18,21,102,0,240,0.496,0.468,0.309,0.213,29.4,82.0,55.4,61.5,7.7,11.8,14.9,100.0,98.0,105.7,20191025
28,Jae Crowder,Memphis Grizzlies,37:43,2,6,0.333,2,5,0.4,0,0,0.0,0,7,7,5,1,2,1,2,6,-9,37:43,0.5,0.5,0.833,0.0,0.0,18.9,9.6,14.9,1.2,5.0,14.3,7.8,107.0,112.0,20191027
29,Dillon Brooks,Memphis Grizzlies,37:31,9,15,0.6,3,6,0.5,0,0,0.0,1,1,2,2,1,0,0,5,21,1,37:31,0.7,0.7,0.4,0.0,2.8,2.7,2.8,7.6,1.2,0.0,0.0,16.8,138.0,119.0,20191027
30,Ja Morant,Memphis Grizzlies,32:21,13,22,0.591,1,2,0.5,3,4,0.75,1,3,4,9,1,1,6,3,30,10,32:21,0.631,0.614,0.091,0.182,3.3,9.5,6.4,51.4,1.4,2.9,20.2,38.7,108.0,115.0,20191027
31,Jaren Jackson Jr.,Memphis Grizzlies,23:44,4,8,0.5,2,4,0.5,2,2,1.0,2,4,6,1,0,2,0,6,12,-6,23:44,0.676,0.625,0.5,0.25,8.9,17.2,13.1,5.4,0.0,8.0,0.0,15.7,144.0,113.0,20191027
32,Jonas Valančiūnas,Memphis Grizzlies,19:42,5,11,0.455,3,5,0.6,3,3,1.0,1,10,11,4,1,2,0,1,16,10,19:42,0.649,0.591,0.455,0.273,5.4,51.7,29.0,29.4,2.3,9.6,0.0,26.3,141.0,98.0,20191027
33,Brandon Clarke,Memphis Grizzlies,25:51,5,12,0.417,0,3,0.0,0,0,0.0,1,6,7,2,1,1,1,2,10,-18,25:51,0.417,0.417,0.25,0.0,4.1,23.7,14.1,10.3,1.7,3.7,7.7,21.2,87.0,110.0,20191027
34,Solomon Hill,Memphis Grizzlies,24:20,5,5,1.0,1,1,1.0,2,4,0.5,0,5,5,3,0,0,1,1,13,9,24:20,0.962,1.1,0.2,0.8,0.0,20.9,10.7,16.7,0.0,0.0,12.9,13.4,162.0,117.0,20191027
35,Kyle Anderson,Memphis Grizzlies,23:41,4,6,0.667,0,0,0.0,5,6,0.833,1,3,4,1,2,2,0,4,13,5,23:41,0.752,0.667,0.0,1.0,4.5,12.9,8.8,5.5,3.8,8.0,0.0,15.3,160.0,106.0,20191027
36,Tyus Jones,Memphis Grizzlies,20:35,1,10,0.1,1,3,0.333,2,2,1.0,0,0,0,5,2,0,2,3,5,-9,20:35,0.23,0.15,0.3,0.2,0.0,0.0,0.0,27.1,4.4,0.0,15.5,26.3,62.0,112.0,20191027
37,Grayson Allen,Memphis Grizzlies,13:50,2,7,0.286,1,3,0.333,1,2,0.5,0,2,2,1,0,0,0,2,6,11,13:50,0.381,0.357,0.429,0.286,0.0,14.7,7.5,9.0,0.0,0.0,0.0,24.0,83.0,119.0,20191027
38,Marko Guduric,Memphis Grizzlies,5:42,0,1,0.0,0,1,0.0,2,2,1.0,1,0,1,0,0,0,1,0,2,1,5:42,0.532,0.0,1.0,2.0,18.6,0.0,9.1,0.0,0.0,0.0,34.7,21.3,93.0,123.0,20191027
39,De'Anthony Melton,Memphis Grizzlies,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191027
40,Bruno Caboclo,Memphis Grizzlies,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191027
41,Team Totals,Memphis Grizzlies,265,50,103,0.485,14,33,0.424,20,25,0.8,8,41,49,33,9,10,12,29,134,0,265,0.588,0.553,0.32,0.243,16.0,78.8,48.0,66.0,7.6,17.9,9.5,100.0,113.6,112.8,20191027
42,Jae Crowder,Memphis Grizzlies,27:00,3,8,0.375,1,6,0.167,2,3,0.667,1,4,5,1,0,0,3,2,9,-11,27:00,0.483,0.438,0.75,0.375,3.1,16.5,8.9,6.9,0.0,0.0,24.4,17.4,77.0,115.0,20191029
43,Ja Morant,Memphis Grizzlies,25:16,6,13,0.462,1,3,0.333,3,3,1.0,1,2,3,2,2,0,4,3,16,9,25:16,0.559,0.5,0.231,0.231,3.3,8.8,5.7,19.4,3.5,0.0,21.8,27.6,90.0,109.0,20191029
44,Jonas Valančiūnas,Memphis Grizzlies,22:46,5,10,0.5,0,2,0.0,4,4,1.0,3,8,11,2,0,0,2,3,14,-2,22:46,0.595,0.5,0.2,0.4,11.1,39.2,23.2,20.6,0.0,0.0,14.5,23.0,112.0,110.0,20191029
45,Dillon Brooks,Memphis Grizzlies,22:36,2,7,0.286,1,4,0.25,3,3,1.0,0,3,3,4,1,0,0,3,8,13,22:36,0.481,0.357,0.571,0.429,0.0,14.8,6.4,31.8,2.0,0.0,0.0,14.0,118.0,111.0,20191029
46,Jaren Jackson Jr.,Memphis Grizzlies,18:05,2,10,0.2,1,3,0.333,2,2,1.0,2,4,6,1,1,0,1,5,7,11,18:05,0.322,0.25,0.3,0.2,9.3,24.7,15.9,10.3,2.4,0.0,8.4,25.0,74.0,108.0,20191029
47,Marko Guduric,Memphis Grizzlies,22:57,0,5,0.0,0,4,0.0,0,0,0.0,0,2,2,3,0,1,1,1,0,-22,22:57,0.0,0.0,0.8,0.0,0.0,9.7,4.2,20.2,0.0,3.5,16.7,10.0,23.0,114.0,20191029
48,Grayson Allen,Memphis Grizzlies,21:13,4,14,0.286,1,6,0.167,4,4,1.0,1,4,5,1,2,0,4,1,13,-36,21:13,0.412,0.321,0.429,0.286,4.0,21.0,11.3,10.3,4.2,0.0,20.2,35.4,72.0,105.0,20191029
49,Brandon Clarke,Memphis Grizzlies,18:31,4,9,0.444,0,0,0.0,2,2,1.0,1,0,1,0,1,1,1,4,10,-32,18:31,0.506,0.444,0.0,0.222,4.5,0.0,2.6,0.0,2.4,4.3,9.2,22.4,95.0,110.0,20191029
50,Kyle Anderson,Memphis Grizzlies,16:55,1,4,0.25,0,0,0.0,0,0,0.0,0,3,3,2,0,0,1,1,2,-19,16:55,0.25,0.25,0.0,0.0,0.0,19.8,8.5,20.2,0.0,0.0,20.0,11.2,56.0,114.0,20191029
51,Tyus Jones,Memphis Grizzlies,16:20,2,4,0.5,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,4,-27,16:20,0.5,0.5,0.0,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.0,9.3,114.0,119.0,20191029
52,Solomon Hill,Memphis Grizzlies,13:28,2,6,0.333,2,4,0.5,2,2,1.0,2,2,4,1,2,1,2,2,8,-2,13:28,0.581,0.5,0.667,0.333,12.5,16.6,14.3,14.9,6.5,5.9,22.5,25.1,99.0,97.0,20191029
53,Bruno Caboclo,Memphis Grizzlies,8:29,0,3,0.0,0,2,0.0,0,0,0.0,1,1,2,0,0,0,0,2,0,-16,8:29,0.0,0.0,0.667,0.0,9.9,13.2,11.3,0.0,0.0,0.0,0.0,13.5,18.0,116.0,20191029
54,De'Anthony Melton,Memphis Grizzlies,6:24,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,1,1,0,2,0,0,-11,6:24,0.0,0.0,0.0,0.0,13.2,0.0,7.5,24.2,6.9,0.0,50.0,23.8,21.0,104.0,20191029
55,Team Totals,Memphis Grizzlies,240,31,95,0.326,7,34,0.206,22,23,0.957,13,33,46,20,10,3,21,27,91,0,240,0.433,0.363,0.358,0.242,22.8,76.7,46.0,64.5,9.2,5.0,16.7,100.0,83.6,110.2,20191029
56,Ja Morant,Memphis Grizzlies,28:43,9,16,0.563,2,3,0.667,4,4,1.0,0,3,3,7,1,0,4,2,24,-13,28:43,0.676,0.625,0.188,0.25,0.0,13.6,6.4,43.4,1.6,0.0,18.4,31.8,122.0,114.0,20191102
57,Jae Crowder,Memphis Grizzlies,26:43,0,8,0.0,0,5,0.0,0,0,0.0,1,3,4,4,0,0,0,3,0,-5,26:43,0.0,0.0,0.625,0.0,4.4,14.6,9.2,17.1,0.0,0.0,0.0,12.6,45.0,118.0,20191102
58,Jonas Valančiūnas,Memphis Grizzlies,24:10,6,9,0.667,1,1,1.0,0,0,0.0,3,4,7,2,0,0,3,3,13,-6,24:10,0.722,0.722,0.111,0.0,14.5,21.5,17.8,13.2,0.0,0.0,25.0,20.8,113.0,117.0,20191102
59,Dillon Brooks,Memphis Grizzlies,23:44,6,12,0.5,2,4,0.5,2,2,1.0,2,0,2,1,1,0,1,5,16,13,23:44,0.621,0.583,0.333,0.167,9.9,0.0,5.2,6.8,2.0,0.0,7.2,24.5,127.0,114.0,20191102
60,Jaren Jackson Jr.,Memphis Grizzlies,22:18,3,5,0.6,1,3,0.333,0,0,0.0,1,0,1,0,0,3,4,4,7,-6,22:18,0.7,0.7,0.6,0.0,5.2,0.0,2.8,0.0,0.0,12.0,44.4,16.9,71.0,108.0,20191102
61,Solomon Hill,Memphis Grizzlies,23:19,2,5,0.4,1,3,0.333,1,2,0.5,1,4,5,1,1,0,3,2,6,-6,23:19,0.51,0.5,0.6,0.4,5.0,22.3,13.2,5.4,2.0,0.0,33.8,16.0,76.0,112.0,20191102
