,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
0,P.J. Washington,Charlotte Hornets,37:37,9,17,0.529,7,11,0.636,2,2,1.0,1,3,4,1,1,1,4,2,27,8,37:37,0.755,0.735,0.647,0.118,3.4,7.4,5.7,3.8,1.3,1.7,18.3,24.5,118.0,124.0,20191023
1,Cody Zeller,Charlotte Hornets,35:06,6,11,0.545,0,2,0.0,3,4,0.75,4,8,12,1,0,0,1,4,15,3,35:06,0.588,0.545,0.182,0.364,14.4,21.0,18.2,3.7,0.0,0.0,7.3,16.5,129.0,121.0,20191023
2,Dwayne Bacon,Charlotte Hornets,33:06,8,21,0.381,2,8,0.25,4,6,0.667,1,4,5,3,2,0,2,2,22,-3,33:06,0.465,0.429,0.381,0.286,3.8,11.2,8.1,13.0,2.9,0.0,7.8,32.6,100.0,120.0,20191023
3,Miles Bridges,Charlotte Hornets,31:42,4,7,0.571,0,2,0.0,0,0,0.0,0,5,5,3,0,3,3,0,8,2,31:42,0.571,0.571,0.286,0.0,0.0,14.6,8.4,11.7,0.0,6.1,30.0,13.3,92.0,121.0,20191023
4,Terry Rozier,Charlotte Hornets,30:24,2,10,0.2,2,6,0.333,1,1,1.0,1,3,4,6,0,0,4,1,7,-18,30:24,0.335,0.3,0.6,0.1,4.2,9.1,7.0,22.6,0.0,0.0,27.7,20.0,82.0,127.0,20191023
5,Devonte' Graham,Charlotte Hornets,27:19,7,9,0.778,6,7,0.857,3,3,1.0,1,3,4,8,0,0,1,3,23,14,27:19,1.114,1.111,0.778,0.333,4.6,10.1,7.8,43.0,0.0,0.0,8.8,17.4,208.0,126.0,20191023
6,Marvin Williams,Charlotte Hornets,16:53,6,9,0.667,5,7,0.714,0,0,0.0,0,2,2,1,0,0,0,1,17,1,16:53,0.944,0.944,0.778,0.0,0.0,10.9,6.3,10.2,0.0,0.0,0.0,22.4,175.0,126.0,20191023
7,Malik Monk,Charlotte Hornets,16:41,3,4,0.75,1,1,1.0,0,0,0.0,0,1,1,3,0,0,2,3,7,-3,16:41,0.875,0.875,0.25,0.0,0.0,5.5,3.2,23.7,0.0,0.0,33.3,15.1,125.0,128.0,20191023
8,Nicolas Batum,Charlotte Hornets,11:12,0,0,0.0,0,0,0.0,0,0,0.0,1,3,4,2,0,0,2,2,0,1,11:12,0.0,0.0,0.0,0.0,11.3,24.7,19.0,19.0,0.0,0.0,100.0,7.5,79.0,119.0,20191023
9,Bismack Biyombo,Charlotte Hornets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
10,Caleb Martin,Charlotte Hornets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
11,Michael Kidd-Gilchrist,Charlotte Hornets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
12,Willy Hernangómez,Charlotte Hornets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
13,Team Totals,Charlotte Hornets,240,45,88,0.511,23,44,0.523,13,16,0.813,9,32,41,28,3,4,19,18,126,0,240,0.663,0.642,0.5,0.182,23.7,61.5,45.6,62.2,3.0,5.3,16.7,100.0,124.0,123.0,20191023
14,P.J. Washington,Charlotte Hornets,29:16,4,8,0.5,1,4,0.25,1,2,0.5,2,8,10,0,1,1,3,2,10,7,29:16,0.563,0.563,0.5,0.25,6.8,28.5,17.4,0.0,1.6,3.1,25.3,17.0,84.0,111.0,20191025
