,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
0,Myles Turner,Indiana Pacers,38:05,9,15,0.6,4,7,0.571,3,3,1.0,2,7,9,0,2,3,4,3,25,-4,38:05,0.766,0.733,0.467,0.2,5.6,24.5,14.0,0.0,2.5,7.0,19.7,22.4,116.0,112.0,20191023
1,Malcolm Brogdon,Indiana Pacers,35:51,5,13,0.385,2,4,0.5,10,11,0.909,0,3,3,11,0,1,2,2,22,-4,35:51,0.617,0.462,0.308,0.846,0.0,11.2,5.0,42.9,0.0,2.5,10.1,23.2,132.0,124.0,20191023
2,Domantas Sabonis,Indiana Pacers,35:42,11,15,0.733,0,1,0.0,5,5,1.0,5,8,13,2,0,0,2,5,27,3,35:42,0.785,0.733,0.067,0.333,14.9,29.9,21.6,10.3,0.0,0.0,10.4,22.5,147.0,121.0,20191023
3,T.J. Warren,Indiana Pacers,33:32,5,12,0.417,0,2,0.0,0,2,0.0,1,0,1,0,0,1,1,3,10,4,33:32,0.388,0.417,0.167,0.167,3.2,0.0,1.8,0.0,0.0,2.7,7.2,17.3,76.0,126.0,20191023
4,Jeremy Lamb,Indiana Pacers,25:52,4,11,0.364,0,2,0.0,2,3,0.667,1,3,4,3,1,0,2,4,10,-6,25:52,0.406,0.364,0.182,0.273,4.1,15.5,9.2,16.6,1.9,0.0,14.0,23.2,84.0,120.0,20191023
5,Edmond Sumner,Indiana Pacers,21:53,3,6,0.5,0,0,0.0,0,0,0.0,1,0,1,2,3,0,1,4,6,-23,21:53,0.5,0.5,0.0,0.0,4.9,0.0,2.7,12.7,6.6,0.0,14.3,13.4,100.0,112.0,20191023
6,Justin Holiday,Indiana Pacers,14:34,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,2,1,0,0,3,0,-8,14:34,0.0,0.0,0.5,0.0,0.0,0.0,0.0,16.1,3.3,0.0,0.0,5.8,53.0,120.0,20191023
7,T.J. McConnell,Indiana Pacers,13:25,2,4,0.5,0,0,0.0,0,0,0.0,0,3,3,3,0,1,1,2,4,-2,13:25,0.5,0.5,0.0,0.0,0.0,29.8,13.3,31.7,0.0,6.6,20.0,15.6,99.0,117.0,20191023
8,Doug McDermott,Indiana Pacers,11:00,2,4,0.5,2,3,0.667,0,0,0.0,0,0,0,1,0,0,1,0,6,-4,11:00,0.75,0.75,0.75,0.0,0.0,0.0,0.0,13.5,0.0,0.0,20.0,19.0,113.0,128.0,20191023
9,Aaron Holiday,Indiana Pacers,6:44,0,6,0.0,0,1,0.0,0,0,0.0,0,1,1,2,1,0,1,2,0,-1,6:44,0.0,0.0,0.167,0.0,0.0,19.8,8.8,34.8,7.1,0.0,14.3,43.6,18.0,107.0,20191023
10,T.J. Leaf,Indiana Pacers,3:22,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,3:22,0.0,0.0,0.0,0.0,0.0,39.6,17.6,0.0,0.0,0.0,0.0,12.4,0.0,119.0,20191023
