,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
0,Khris Middleton,Milwaukee Bucks,33:20,4,16,0.25,3,9,0.333,0,0,0.0,1,7,8,3,1,1,2,2,11,2,33:20,0.344,0.344,0.563,0.0,2.7,17.7,10.5,10.7,1.3,3.4,11.1,22.0,70.0,102.0,20191024
1,Wesley Matthews,Milwaukee Bucks,30:23,6,12,0.5,2,8,0.25,0,0,0.0,0,4,4,1,2,1,1,0,14,4,30:23,0.583,0.583,0.667,0.0,0.0,11.1,5.7,4.3,2.9,3.8,7.7,17.4,100.0,100.0,20191024
2,Giannis Antetokounmpo,Milwaukee Bucks,28:10,11,17,0.647,2,5,0.4,6,11,0.545,0,13,13,11,1,1,3,6,30,8,28:10,0.687,0.706,0.294,0.647,0.0,38.9,20.1,68.8,1.6,4.1,12.1,35.9,131.0,93.0,20191024
3,Brook Lopez,Milwaukee Bucks,26:53,4,9,0.444,1,3,0.333,2,2,1.0,0,2,2,3,0,5,0,2,11,5,26:53,0.557,0.5,0.333,0.222,0.0,6.3,3.2,13.8,0.0,21.3,0.0,15.0,120.0,99.0,20191024
4,Eric Bledsoe,Milwaukee Bucks,16:05,4,12,0.333,2,4,0.5,1,1,1.0,0,1,1,2,0,0,1,3,11,-6,16:05,0.442,0.417,0.333,0.083,0.0,5.2,2.7,17.5,0.0,0.0,7.4,34.0,85.0,110.0,20191024
5,George Hill,Milwaukee Bucks,30:47,3,7,0.429,2,4,0.5,0,0,0.0,0,0,0,7,2,0,0,2,8,16,30:47,0.571,0.571,0.571,0.0,0.0,0.0,0.0,26.4,2.8,0.0,0.0,9.3,138.0,106.0,20191024
6,Ersan İlyasova,Milwaukee Bucks,20:04,6,8,0.75,1,2,0.5,0,1,0.0,4,7,11,0,0,1,2,5,13,2,20:04,0.77,0.813,0.25,0.125,18.1,29.4,23.9,0.0,0.0,5.7,19.2,21.2,122.0,99.0,20191024
7,Pat Connaughton,Milwaukee Bucks,16:48,4,8,0.5,2,5,0.4,0,0,0.0,0,4,4,2,0,1,0,1,10,-6,16:48,0.625,0.625,0.625,0.0,0.0,20.1,10.4,16.5,0.0,6.8,0.0,19.4,123.0,102.0,20191024
8,Robin Lopez,Milwaukee Bucks,16:35,1,3,0.333,0,2,0.0,0,3,0.0,0,2,2,1,0,0,1,3,2,-4,16:35,0.231,0.333,0.667,1.0,0.0,10.2,5.3,6.7,0.0,0.0,18.8,13.1,46.0,109.0,20191024
9,Kyle Korver,Milwaukee Bucks,15:14,2,4,0.5,1,3,0.333,0,0,0.0,1,5,6,1,1,0,1,1,5,8,15:14,0.625,0.625,0.75,0.0,5.9,27.6,17.2,7.9,2.9,0.0,20.0,13.4,106.0,96.0,20191024
10,Sterling Brown,Milwaukee Bucks,5:41,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,2,2,1,5:41,0.333,0.333,0.333,0.0,0.0,29.6,15.4,0.0,0.0,0.0,0.0,21.5,64.0,101.0,20191024
11,Donte DiVincenzo,Milwaukee Bucks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191024
12,D.J. Wilson,Milwaukee Bucks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191024
13,Team Totals,Milwaukee Bucks,240,46,99,0.465,16,46,0.348,9,18,0.5,6,47,53,31,7,10,11,27,117,0,240,0.547,0.545,0.465,0.182,11.3,82.5,48.2,67.4,6.4,23.8,9.3,100.0,106.5,101.1,20191024
14,Khris Middleton,Milwaukee Bucks,37:23,7,16,0.438,4,11,0.364,7,9,0.778,0,4,4,3,1,0,2,5,25,4,37:23,0.626,0.563,0.688,0.563,0.0,11.3,5.6,13.7,1.2,0.0,9.1,24.4,116.0,110.0,20191026
15,Giannis Antetokounmpo,Milwaukee Bucks,36:38,12,21,0.571,0,5,0.0,5,9,0.556,3,14,17,9,3,2,8,6,29,0,36:38,0.581,0.571,0.238,0.429,8.5,40.5,24.4,55.1,3.6,5.1,24.3,37.4,102.0,96.0,20191026
16,Brook Lopez,Milwaukee Bucks,34:39,2,9,0.222,2,8,0.25,6,6,1.0,0,7,7,1,0,1,2,1,12,4,34:39,0.515,0.333,0.889,0.667,0.0,21.4,10.6,4.0,0.0,2.7,14.7,16.4,93.0,110.0,20191026
17,Eric Bledsoe,Milwaukee Bucks,33:14,3,8,0.375,0,2,0.0,4,6,0.667,0,7,7,2,1,0,3,5,10,4,33:14,0.47,0.375,0.25,0.75,0.0,22.3,11.1,8.8,1.3,0.0,22.0,17.1,80.0,108.0,20191026
18,Wesley Matthews,Milwaukee Bucks,30:07,5,9,0.556,4,7,0.571,0,0,0.0,0,1,1,1,1,0,0,3,14,-6,30:07,0.778,0.778,0.778,0.0,0.0,3.5,1.7,5.5,1.5,0.0,0.0,12.4,145.0,111.0,20191026
19,George Hill,Milwaukee Bucks,28:47,2,4,0.5,1,3,0.333,0,0,0.0,0,2,2,4,1,1,1,6,5,-18,28:47,0.625,0.625,0.75,0.0,0.0,7.4,3.6,19.7,1.5,3.2,20.0,7.2,121.0,108.0,20191026
20,Ersan İlyasova,Milwaukee Bucks,20:28,3,8,0.375,2,5,0.4,3,3,1.0,1,4,5,1,1,0,0,1,11,-9,20:28,0.59,0.5,0.625,0.375,5.1,20.7,12.8,7.8,2.1,0.0,0.0,18.9,126.0,107.0,20191026
21,Kyle Korver,Milwaukee Bucks,17:41,4,11,0.364,4,9,0.444,2,2,1.0,1,0,1,0,0,0,1,2,14,0,17:41,0.589,0.545,0.818,0.182,5.9,0.0,3.0,0.0,0.0,0.0,7.8,30.3,105.0,115.0,20191026
22,Pat Connaughton,Milwaukee Bucks,13:02,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,1,0,0,0,1,0,-3,13:02,0.0,0.0,1.0,0.0,0.0,16.3,8.1,9.9,0.0,0.0,0.0,6.4,31.0,112.0,20191026
23,Robin Lopez,Milwaukee Bucks,12:46,3,6,0.5,0,2,0.0,0,0,0.0,0,1,1,0,0,0,1,2,6,-1,12:46,0.5,0.5,0.333,0.0,0.0,8.3,4.1,0.0,0.0,0.0,14.3,22.8,78.0,113.0,20191026
