,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
0,Marcus Morris,New York Knicks,39:15,9,18,0.5,3,7,0.429,5,5,1.0,0,4,4,1,3,0,1,5,26,-15,39:15,0.644,0.583,0.389,0.278,0.0,11.1,5.4,3.7,3.4,0.0,4.7,22.4,120.0,110.0,20191023
1,RJ Barrett,New York Knicks,37:07,9,13,0.692,1,3,0.333,2,4,0.5,0,5,5,2,2,0,3,3,21,-2,37:07,0.711,0.731,0.231,0.308,0.0,14.7,7.2,8.0,2.4,0.0,16.9,19.8,113.0,112.0,20191023
2,Julius Randle,New York Knicks,35:24,10,18,0.556,1,4,0.25,4,6,0.667,1,10,11,6,3,0,1,4,25,6,35:24,0.606,0.583,0.222,0.333,2.9,30.8,16.6,26.7,3.7,0.0,4.6,25.3,124.0,106.0,20191023
3,Bobby Portis,New York Knicks,33:05,4,10,0.4,0,3,0.0,0,1,0.0,2,5,7,5,2,0,1,3,8,-5,33:05,0.383,0.4,0.3,0.1,6.3,16.5,11.3,19.0,2.7,0.0,8.7,14.3,94.0,111.0,20191023
4,Allonzo Trier,New York Knicks,6:51,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-6,6:51,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.2,0.0,120.0,20191023
5,Elfrid Payton,New York Knicks,26:03,4,9,0.444,1,2,0.5,2,2,1.0,0,2,2,8,5,0,0,5,11,14,26:03,0.557,0.5,0.222,0.222,0.0,8.4,4.1,40.2,8.5,0.0,0.0,15.7,134.0,100.0,20191023
6,Kevin Knox,New York Knicks,21:10,5,9,0.556,3,4,0.75,0,0,0.0,0,5,5,0,0,0,1,5,13,-11,21:10,0.722,0.722,0.444,0.0,0.0,25.8,12.6,0.0,0.0,0.0,10.0,19.6,115.0,114.0,20191023
7,Taj Gibson,New York Knicks,14:55,1,5,0.2,0,1,0.0,0,0,0.0,2,2,4,0,0,0,2,2,2,-4,14:55,0.2,0.2,0.2,0.0,14.0,14.6,14.3,0.0,0.0,0.0,28.6,19.4,48.0,117.0,20191023
8,Wayne Ellington,New York Knicks,12:56,1,4,0.25,1,4,0.25,0,0,0.0,0,1,1,1,0,1,2,1,3,-13,12:56,0.375,0.375,1.0,0.0,0.0,8.4,4.1,9.2,0.0,6.0,33.3,19.2,55.0,114.0,20191023
9,Dennis Smith Jr.,New York Knicks,10:20,1,4,0.25,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,3,2,-3,10:20,0.25,0.25,0.25,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,16.0,62.0,119.0,20191023
10,Frank Ntilikina,New York Knicks,2:54,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,2,1,0,-6,2:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,66.7,42.8,0.0,86.0,20191023
