,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
0,Bradley Beal,Washington Wizards,31:45,7,25,0.28,1,11,0.091,4,6,0.667,0,6,6,9,3,0,2,4,19,1,31:45,0.344,0.3,0.44,0.24,0.0,22.1,9.8,51.5,4.4,0.0,6.7,38.0,82.0,97.0,20191023
1,Thomas Bryant,Washington Wizards,30:45,4,9,0.444,0,2,0.0,6,6,1.0,4,7,11,3,0,0,3,0,14,-16,30:45,0.601,0.444,0.222,0.667,12.0,26.7,18.5,15.2,0.0,0.0,20.5,19.4,113.0,107.0,20191023
2,Rui Hachimura,Washington Wizards,24:51,7,15,0.467,0,3,0.0,0,0,0.0,4,6,10,0,0,0,0,2,14,2,24:51,0.467,0.467,0.2,0.0,14.9,28.3,20.8,0.0,0.0,0.0,0.0,24.6,102.0,107.0,20191023
3,Ish Smith,Washington Wizards,24:15,3,9,0.333,1,4,0.25,0,0,0.0,1,2,3,4,0,1,2,4,7,-4,24:15,0.389,0.389,0.444,0.0,3.8,9.7,6.4,25.5,0.0,4.9,18.2,18.5,81.0,106.0,20191023
4,Isaac Bonga,Washington Wizards,22:54,4,5,0.8,1,2,0.5,0,1,0.0,1,2,3,2,1,1,1,4,9,0,22:54,0.827,0.9,0.4,0.2,4.0,10.2,6.8,14.6,2.0,5.2,15.5,11.4,133.0,101.0,20191023
5,Dāvis Bertāns,Washington Wizards,28:47,2,8,0.25,2,6,0.333,1,1,1.0,0,4,4,0,1,0,1,5,7,-17,28:47,0.415,0.375,0.75,0.125,0.0,16.3,7.2,0.0,1.6,0.0,10.6,13.4,75.0,104.0,20191023
6,Jordan McRae,Washington Wizards,23:08,4,9,0.444,1,3,0.333,2,2,1.0,0,5,5,3,0,0,1,2,11,-7,23:08,0.557,0.5,0.333,0.222,0.0,25.3,11.2,21.7,0.0,0.0,9.2,19.1,110.0,107.0,20191023
7,Chris Chiozza,Washington Wizards,19:29,2,5,0.4,2,3,0.667,0,0,0.0,0,3,3,3,1,1,2,4,6,-3,19:29,0.6,0.6,0.6,0.0,0.0,18.0,7.9,23.0,2.4,6.2,28.6,14.6,92.0,98.0,20191023
8,Moritz Wagner,Washington Wizards,16:38,4,5,0.8,3,4,0.75,2,2,1.0,1,1,2,0,0,0,5,6,13,5,16:38,1.105,1.1,0.8,0.4,5.5,7.0,6.2,0.0,0.0,0.0,46.0,26.6,87.0,109.0,20191023
9,Admiral Schofield,Washington Wizards,16:14,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-7,16:14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.5,20.0,110.0,20191023
