,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
0,Andre Drummond,Detroit Pistons,40:48,12,18,0.667,0,1,0.0,8,10,0.8,7,16,23,2,3,4,2,4,32,4,40:48,0.714,0.667,0.056,0.556,22.9,41.8,33.4,8.8,3.5,6.9,8.2,26.0,146.0,93.0,20191023
1,Tony Snell,Detroit Pistons,31:53,4,7,0.571,2,4,0.5,0,0,0.0,0,2,2,2,0,0,1,4,10,11,31:53,0.714,0.714,0.571,0.0,0.0,6.7,3.7,8.6,0.0,0.0,12.5,10.9,128.0,115.0,20191023
2,Bruce Brown,Detroit Pistons,28:49,3,6,0.5,0,0,0.0,1,2,0.5,1,3,4,4,0,0,3,3,7,5,28:49,0.509,0.5,0.0,0.333,4.6,11.1,8.2,18.5,0.0,0.0,30.4,14.9,93.0,114.0,20191023
3,Markieff Morris,Detroit Pistons,22:36,3,11,0.273,1,4,0.25,1,2,0.5,0,3,3,2,1,0,2,1,8,-3,22:36,0.337,0.318,0.364,0.182,0.0,14.2,7.9,12.3,2.1,0.0,14.4,26.7,71.0,109.0,20191023
4,Reggie Jackson,Detroit Pistons,20:21,2,3,0.667,1,2,0.5,0,0,0.0,0,1,1,5,0,0,1,1,5,2,20:21,0.833,0.833,0.667,0.0,0.0,5.2,2.9,32.5,0.0,0.0,25.0,8.5,150.0,116.0,20191023
5,Luke Kennard,Detroit Pistons,28:04,8,13,0.615,6,9,0.667,8,10,0.8,0,3,3,2,0,0,1,3,30,12,28:04,0.862,0.846,0.692,0.769,0.0,11.4,6.3,12.5,0.0,0.0,5.4,28.5,163.0,114.0,20191023
6,Derrick Rose,Detroit Pistons,26:35,6,11,0.545,0,0,0.0,6,7,0.857,1,2,3,9,0,0,4,1,18,5,26:35,0.639,0.545,0.0,0.636,5.0,8.0,6.7,53.9,0.0,0.0,22.1,29.5,123.0,115.0,20191023
7,Langston Galloway,Detroit Pistons,20:01,2,4,0.5,1,1,1.0,0,0,0.0,1,3,4,0,1,1,3,1,5,11,20:01,0.625,0.625,0.25,0.0,6.7,16.0,11.8,0.0,2.4,3.5,42.9,15.2,71.0,105.0,20191023
8,Thon Maker,Detroit Pistons,15:59,1,4,0.25,0,3,0.0,2,2,1.0,0,2,2,0,0,1,0,3,4,-3,15:59,0.41,0.25,0.75,0.5,0.0,13.3,7.4,0.0,0.0,4.4,0.0,13.3,96.0,110.0,20191023
9,Christian Wood,Detroit Pistons,3:50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1,3:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,11.3,0.0,117.0,20191023
10,Tim Frazier,Detroit Pistons,1:04,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,1:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,0.0,117.0,20191023
11,Khyri Thomas,Detroit Pistons,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
12,Svi Mykhailiuk,Detroit Pistons,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
13,Team Totals,Detroit Pistons,240,41,78,0.526,11,24,0.458,26,33,0.788,10,35,45,26,5,6,18,21,119,0,240,0.643,0.596,0.308,0.423,27.8,77.8,55.6,63.4,5.0,8.8,16.3,100.0,118.8,109.8,20191023
14,Andre Drummond,Detroit Pistons,36:45,8,12,0.667,0,0,0.0,5,6,0.833,1,11,12,2,4,1,4,4,21,-15,36:45,0.717,0.667,0.0,0.5,3.0,37.8,19.4,10.6,5.4,2.4,21.5,22.6,114.0,107.0,20191024
15,Tony Snell,Detroit Pistons,33:36,3,8,0.375,3,7,0.429,0,0,0.0,1,1,2,2,0,1,0,2,9,-17,33:36,0.563,0.563,0.875,0.0,3.3,3.8,3.5,9.3,0.0,2.6,0.0,10.6,125.0,125.0,20191024
16,Markieff Morris,Detroit Pistons,25:43,3,11,0.273,1,4,0.25,0,0,0.0,3,3,6,2,0,0,2,3,7,-14,25:43,0.318,0.318,0.364,0.0,13.0,14.7,13.8,12.7,0.0,0.0,15.4,22.5,75.0,125.0,20191024
17,Bruce Brown,Detroit Pistons,17:24,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,5,2,-14,17:24,0.333,0.333,0.333,0.0,0.0,14.5,6.8,0.0,0.0,0.0,25.0,10.2,50.0,125.0,20191024
