,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
0,Anthony Davis,Los Angeles Lakers,37:22,8,21,0.381,0,2,0.0,9,14,0.643,3,6,9,5,1,2,3,3,25,3,37:22,0.46,0.381,0.095,0.667,9.0,17.9,13.4,24.0,1.3,5.1,9.9,35.8,100.0,114.0,20191022
1,LeBron James,Los Angeles Lakers,36:00,7,19,0.368,1,5,0.2,3,4,0.75,1,9,10,8,1,1,5,3,18,-8,36:00,0.434,0.395,0.263,0.211,3.1,27.9,15.5,38.6,1.4,2.7,19.4,31.7,89.0,113.0,20191022
2,Danny Green,Los Angeles Lakers,32:20,10,14,0.714,7,9,0.778,1,1,1.0,1,6,7,0,2,1,0,3,28,7,32:20,0.97,0.964,0.643,0.071,3.5,20.7,12.1,0.0,3.1,3.0,0.0,19.8,184.0,111.0,20191022
3,Avery Bradley,Los Angeles Lakers,24:02,3,7,0.429,2,5,0.4,0,0,0.0,0,3,3,0,0,0,2,3,8,-1,24:02,0.571,0.571,0.714,0.0,0.0,13.9,7.0,0.0,0.0,0.0,22.2,16.6,83.0,121.0,20191022
4,JaVale McGee,Los Angeles Lakers,17:20,2,3,0.667,0,0,0.0,0,0,0.0,1,1,2,0,0,2,1,0,4,0,17:20,0.667,0.667,0.0,0.0,6.4,6.4,6.4,0.0,0.0,11.1,25.0,10.2,103.0,116.0,20191022
5,Kentavious Caldwell-Pope,Los Angeles Lakers,27:23,0,3,0.0,0,2,0.0,0,0,0.0,0,3,3,3,0,0,1,5,0,-8,27:23,0.0,0.0,0.667,0.0,0.0,12.2,6.1,14.2,0.0,0.0,25.0,6.5,43.0,121.0,20191022
6,Dwight Howard,Los Angeles Lakers,19:02,1,3,0.333,0,0,0.0,1,1,1.0,3,3,6,1,0,1,0,4,3,-1,19:02,0.436,0.333,0.0,0.333,17.6,17.6,17.6,7.3,0.0,5.0,0.0,8.0,135.0,117.0,20191022
7,Quinn Cook,Los Angeles Lakers,16:56,2,7,0.286,0,3,0.0,0,0,0.0,0,1,1,2,0,0,1,0,4,-9,16:56,0.286,0.286,0.429,0.0,0.0,6.6,3.3,18.1,0.0,0.0,12.5,21.0,66.0,124.0,20191022
8,Troy Daniels,Los Angeles Lakers,16:14,2,6,0.333,1,5,0.2,1,1,1.0,0,0,0,1,0,0,1,1,6,-13,16:14,0.466,0.417,0.833,0.167,0.0,0.0,0.0,9.5,0.0,0.0,13.4,20.3,89.0,125.0,20191022
9,Jared Dudley,Los Angeles Lakers,13:21,2,2,1.0,2,2,1.0,0,0,0.0,0,0,0,0,0,0,0,2,6,-20,13:21,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,300.0,125.0,20191022
10,Kostas Antetokounmpo,Los Angeles Lakers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191022
11,Zach Norvell,Los Angeles Lakers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191022
12,Alex Caruso,Los Angeles Lakers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191022
13,Team Totals,Los Angeles Lakers,240,37,85,0.435,13,33,0.394,15,21,0.714,9,32,41,20,4,7,14,24,102,0,240,0.541,0.512,0.388,0.247,20.9,74.4,47.7,54.1,4.2,14.0,12.9,100.0,107.0,117.5,20191022
14,Anthony Davis,Los Angeles Lakers,32:20,7,17,0.412,0,2,0.0,7,7,1.0,0,7,7,2,2,5,3,4,21,5,32:20,0.523,0.412,0.118,0.412,0.0,30.6,12.7,12.6,3.1,16.5,13.0,31.0,98.0,77.0,20191025
15,LeBron James,Los Angeles Lakers,30:34,12,22,0.545,1,4,0.25,7,8,0.875,2,5,7,10,1,0,1,0,32,17,30:34,0.627,0.568,0.182,0.364,6.5,23.1,13.4,100.0,1.6,0.0,3.8,37.7,138.0,95.0,20191025
16,Danny Green,Los Angeles Lakers,28:20,3,8,0.375,2,5,0.4,1,2,0.5,2,2,4,1,3,1,1,4,9,7,28:20,0.507,0.5,0.625,0.25,7.1,10.0,8.3,5.9,5.3,3.8,10.1,15.1,103.0,85.0,20191025
17,Avery Bradley,Los Angeles Lakers,25:50,3,8,0.375,1,4,0.25,2,2,1.0,0,5,5,0,2,1,0,3,9,-2,25:50,0.507,0.438,0.5,0.25,0.0,27.3,11.3,0.0,3.8,4.1,0.0,14.9,108.0,86.0,20191025
18,JaVale McGee,Los Angeles Lakers,11:42,0,1,0.0,0,0,0.0,0,0,0.0,4,0,4,0,0,0,3,1,0,-4,11:42,0.0,0.0,0.0,0.0,34.2,0.0,20.0,0.0,0.0,0.0,75.0,14.8,49.0,101.0,20191025
19,Troy Daniels,Los Angeles Lakers,21:22,5,9,0.556,4,8,0.5,1,1,1.0,0,3,3,0,1,0,1,0,15,9,21:22,0.794,0.778,0.889,0.111,0.0,19.8,8.2,0.0,2.3,0.0,9.6,21.2,132.0,94.0,20191025
20,Quinn Cook,Los Angeles Lakers,21:12,2,8,0.25,0,1,0.0,0,0,0.0,0,1,1,3,0,0,1,0,4,0,21:12,0.25,0.25,0.125,0.0,0.0,6.7,2.8,23.0,0.0,0.0,11.1,18.4,63.0,101.0,20191025
21,Kentavious Caldwell-Pope,Los Angeles Lakers,20:44,0,6,0.0,0,2,0.0,1,2,0.5,0,2,2,1,2,0,0,3,1,3,20:44,0.073,0.0,0.333,0.333,0.0,13.6,5.6,6.8,4.8,0.0,0.0,14.4,26.0,89.0,20191025
22,Alex Caruso,Los Angeles Lakers,20:27,1,3,0.333,0,0,0.0,0,0,0.0,0,0,0,0,1,0,2,1,2,-2,20:27,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,40.0,10.6,38.0,96.0,20191025
23,Dwight Howard,Los Angeles Lakers,19:10,1,3,0.333,0,0,0.0,0,2,0.0,3,4,7,2,2,2,2,5,2,13,19:10,0.258,0.333,0.0,0.667,15.7,29.5,21.4,15.9,5.2,11.1,34.0,13.3,69.0,77.0,20191025
24,Jared Dudley,Los Angeles Lakers,5:20,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,5,5:20,0.0,0.0,0.0,0.0,0.0,26.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,20191025
25,Zach Norvell,Los Angeles Lakers,2:31,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-6,2:31,0.0,0.0,0.0,0.0,0.0,56.1,23.3,0.0,0.0,0.0,0.0,17.3,0.0,96.0,20191025
26,Kostas Antetokounmpo,Los Angeles Lakers,0:28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,20191025
27,Team Totals,Los Angeles Lakers,240,34,86,0.395,8,26,0.308,19,24,0.792,11,31,42,19,14,9,14,21,95,0,240,0.492,0.442,0.302,0.279,22.9,91.2,51.2,55.9,14.5,20.0,12.7,100.0,98.3,88.9,20191025
28,LeBron James,Los Angeles Lakers,35:01,7,14,0.5,1,3,0.333,5,5,1.0,1,5,6,12,1,0,4,0,20,17,35:01,0.617,0.536,0.214,0.357,3.3,13.7,8.9,41.7,1.4,0.0,19.8,24.7,123.0,105.0,20191027
29,Anthony Davis,Los Angeles Lakers,32:29,10,19,0.526,3,5,0.6,6,6,1.0,2,12,14,3,1,3,5,3,29,5,32:29,0.67,0.605,0.263,0.316,7.0,35.5,22.5,13.0,1.5,7.9,18.8,35.1,114.0,90.0,20191027
30,Avery Bradley,Los Angeles Lakers,27:50,4,7,0.571,0,3,0.0,0,0,0.0,0,1,1,0,1,0,1,2,8,-6,27:50,0.571,0.571,0.429,0.0,0.0,3.4,1.9,0.0,1.7,0.0,12.5,12.3,96.0,108.0,20191027
31,Danny Green,Los Angeles Lakers,25:52,2,10,0.2,1,5,0.2,0,0,0.0,0,4,4,2,0,0,0,2,5,6,25:52,0.25,0.25,0.5,0.0,0.0,14.8,8.1,8.2,0.0,0.0,0.0,16.5,68.0,107.0,20191027
32,JaVale McGee,Los Angeles Lakers,16:20,5,8,0.625,0,0,0.0,0,1,0.0,2,2,4,1,1,0,0,2,10,-8,16:20,0.592,0.625,0.0,0.125,14.0,11.8,12.8,8.6,3.0,0.0,0.0,22.1,130.0,102.0,20191027
33,Quinn Cook,Los Angeles Lakers,24:02,5,9,0.556,2,4,0.5,0,0,0.0,1,2,3,8,0,0,0,3,12,10,24:02,0.667,0.667,0.444,0.0,4.8,8.0,6.5,41.0,0.0,0.0,0.0,16.0,159.0,110.0,20191027
34,Dwight Howard,Los Angeles Lakers,22:52,8,8,1.0,0,0,0.0,0,2,0.0,3,7,10,1,0,4,1,3,16,23,22:52,0.901,1.0,0.0,0.25,15.0,29.4,22.8,6.5,0.0,15.0,10.1,18.5,157.0,92.0,20191027
35,Kentavious Caldwell-Pope,Los Angeles Lakers,18:35,4,8,0.5,2,4,0.5,0,0,0.0,1,0,1,2,1,0,1,1,10,21,18:35,0.625,0.625,0.5,0.0,6.1,0.0,2.8,13.4,2.6,0.0,11.1,20.7,120.0,107.0,20191027
36,Alex Caruso,Los Angeles Lakers,13:16,2,3,0.667,1,2,0.5,0,0,0.0,0,2,2,1,1,1,1,3,5,17,13:16,0.833,0.833,0.667,0.0,0.0,14.5,7.9,8.7,3.6,6.5,25.0,12.9,119.0,95.0,20191027
37,Troy Daniels,Los Angeles Lakers,12:09,2,6,0.333,1,5,0.2,0,0,0.0,0,0,0,0,1,0,0,1,5,2,12:09,0.417,0.417,0.833,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.1,87.0,104.0,20191027
38,Jared Dudley,Los Angeles Lakers,6:54,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,0,4,6:54,0.0,0.0,0.0,0.0,0.0,13.9,7.6,0.0,0.0,0.0,0.0,6.2,0.0,108.0,20191027
39,Kostas Antetokounmpo,Los Angeles Lakers,2:20,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,2,2:20,0.0,0.0,0.0,0.0,0.0,41.1,22.4,0.0,0.0,0.0,0.0,0.0,0.0,96.0,20191027
40,Zach Norvell,Los Angeles Lakers,2:20,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,2:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,20191027
41,Team Totals,Los Angeles Lakers,240,49,93,0.527,11,31,0.355,11,14,0.786,10,37,47,30,7,8,13,22,120,0,240,0.605,0.586,0.333,0.151,23.8,74.0,51.1,61.2,7.0,14.3,11.6,100.0,120.6,101.5,20191027
42,Anthony Davis,Los Angeles Lakers,30:34,7,17,0.412,0,2,0.0,26,27,0.963,8,12,20,2,0,2,0,2,40,19,30:34,0.693,0.412,0.118,1.588,29.2,33.1,31.4,10.8,0.0,5.1,0.0,37.4,161.0,79.0,20191029
43,JaVale McGee,Los Angeles Lakers,29:15,5,7,0.714,0,0,0.0,0,1,0.0,1,8,9,1,0,1,2,3,10,7,29:15,0.672,0.714,0.0,0.143,3.8,23.0,14.8,5.2,0.0,2.7,21.2,12.8,104.0,84.0,20191029
44,LeBron James,Los Angeles Lakers,28:19,8,15,0.533,2,5,0.4,5,7,0.714,0,2,2,8,0,1,6,0,23,2,28:19,0.636,0.6,0.333,0.467,0.0,5.9,3.4,51.3,0.0,2.8,24.9,33.7,104.0,92.0,20191029
45,Avery Bradley,Los Angeles Lakers,23:30,5,9,0.556,1,1,1.0,1,3,0.333,0,3,3,1,2,0,2,2,12,11,23:30,0.581,0.611,0.111,0.333,0.0,10.8,6.1,6.9,3.8,0.0,16.2,20.8,94.0,83.0,20191029
46,Danny Green,Los Angeles Lakers,19:25,3,6,0.5,2,5,0.4,0,0,0.0,0,0,0,1,1,0,1,3,8,3,19:25,0.667,0.667,0.833,0.0,0.0,0.0,0.0,7.6,2.3,0.0,14.3,14.3,111.0,91.0,20191029
47,Kentavious Caldwell-Pope,Los Angeles Lakers,28:35,6,11,0.545,0,1,0.0,1,1,1.0,0,6,6,3,0,1,1,3,13,26,28:35,0.568,0.545,0.091,0.091,0.0,17.7,10.1,16.8,0.0,2.8,8.0,17.2,112.0,87.0,20191029
48,Quinn Cook,Los Angeles Lakers,22:00,3,8,0.375,1,5,0.2,0,0,0.0,0,3,3,1,1,0,2,0,7,25,22:00,0.438,0.438,0.625,0.0,0.0,11.5,6.5,6.5,2.0,0.0,20.0,18.0,73.0,87.0,20191029
49,Troy Daniels,Los Angeles Lakers,20:04,2,7,0.286,1,5,0.2,0,0,0.0,0,3,3,1,0,0,1,0,5,7,20:04,0.357,0.357,0.714,0.0,0.0,12.6,7.2,6.8,0.0,0.0,12.5,15.8,70.0,91.0,20191029
50,Dwight Howard,Los Angeles Lakers,18:45,1,2,0.5,0,0,0.0,0,0,0.0,1,4,5,2,1,2,1,5,2,22,18:45,0.5,0.5,0.0,0.0,6.0,18.0,12.8,13.7,2.4,8.4,33.3,6.3,100.0,78.0,20191029
51,Alex Caruso,Los Angeles Lakers,12:45,0,4,0.0,0,2,0.0,0,0,0.0,0,3,3,4,3,1,2,0,0,14,12:45,0.0,0.0,0.5,0.0,0.0,19.8,11.3,37.6,10.4,6.2,33.3,18.6,36.0,60.0,20191029
52,Jared Dudley,Los Angeles Lakers,6:48,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,1,0,9,6:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,6.5,0.0,0.0,0.0,218.0,82.0,20191029
53,Talen Horton-Tucker,Los Angeles Lakers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191029
54,Team Totals,Los Angeles Lakers,240,40,86,0.465,7,26,0.269,33,39,0.846,10,44,54,25,9,8,18,19,120,0,240,0.582,0.506,0.302,0.453,23.3,77.2,54.0,62.5,8.3,13.1,14.9,100.0,110.2,83.6,20191029
55,Anthony Davis,Los Angeles Lakers,42:40,15,28,0.536,0,5,0.0,1,2,0.5,2,6,8,2,2,2,1,1,31,12,42:40,0.537,0.536,0.179,0.071,5.1,14.1,9.7,8.8,2.3,3.8,3.3,31.9,106.0,99.0,20191101
56,LeBron James,Los Angeles Lakers,42:32,13,23,0.565,4,9,0.444,9,11,0.818,0,12,12,16,4,1,4,5,39,15,42:32,0.7,0.652,0.391,0.478,0.0,28.2,14.7,64.7,4.5,1.9,12.6,34.1,135.0,88.0,20191101
57,Avery Bradley,Los Angeles Lakers,38:36,5,12,0.417,1,3,0.333,0,0,0.0,1,4,5,2,2,0,1,3,11,11,38:36,0.458,0.458,0.25,0.0,2.8,10.4,6.7,6.8,2.5,0.0,7.7,15.4,92.0,102.0,20191101
58,Danny Green,Los Angeles Lakers,34:24,5,9,0.556,3,6,0.5,1,2,0.5,0,1,1,1,1,0,1,2,14,8,34:24,0.709,0.722,0.667,0.222,0.0,2.9,1.5,3.9,1.4,0.0,9.2,14.4,122.0,108.0,20191101
59,JaVale McGee,Los Angeles Lakers,11:40,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,3,2,1,11:40,1.0,1.0,0.0,0.0,9.3,8.6,8.9,0.0,0.0,6.9,0.0,3.9,206.0,105.0,20191101
60,Dwight Howard,Los Angeles Lakers,26:52,1,1,1.0,0,0,0.0,2,2,1.0,1,7,8,0,2,3,1,4,4,8,26:52,1.064,1.0,0.0,2.0,4.0,26.1,15.5,0.0,3.6,9.0,34.7,4.9,146.0,87.0,20191101
61,Kentavious Caldwell-Pope,Los Angeles Lakers,20:40,1,5,0.2,0,1,0.0,0,0,0.0,0,0,0,1,0,0,1,2,2,0,20:40,0.2,0.2,0.2,0.0,0.0,0.0,0.0,5.8,0.0,0.0,16.7,13.2,42.0,113.0,20191101
62,Kyle Kuzma,Los Angeles Lakers,18:44,3,8,0.375,0,4,0.0,3,4,0.75,1,2,3,1,0,0,1,0,9,-6,18:44,0.461,0.375,0.5,0.5,5.8,10.7,8.3,7.3,0.0,0.0,9.3,26.2,94.0,108.0,20191101
63,Alex Caruso,Los Angeles Lakers,15:41,3,5,0.6,1,2,0.5,0,0,0.0,0,2,2,0,0,0,1,1,7,-3,15:41,0.7,0.7,0.4,0.0,0.0,12.8,6.6,0.0,0.0,0.0,16.7,17.4,105.0,107.0,20191101
64,Troy Daniels,Los Angeles Lakers,8:48,0,4,0.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-4,8:48,0.0,0.0,0.5,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,20.7,16.0,113.0,20191101
65,Quinn Cook,Los Angeles Lakers,4:23,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,4:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,20191101
66,Jared Dudley,Los Angeles Lakers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
67,Team Totals,Los Angeles Lakers,265,47,96,0.49,9,32,0.281,16,21,0.762,6,35,41,24,11,7,11,21,119,0,265,0.565,0.536,0.333,0.219,12.2,66.0,40.2,51.1,10.0,10.6,9.5,100.0,108.4,100.2,20191101
68,LeBron James,Los Angeles Lakers,37:18,8,23,0.348,0,6,0.0,5,10,0.5,1,10,11,13,2,1,5,2,21,15,37:18,0.383,0.348,0.261,0.435,2.8,27.4,15.2,52.8,2.5,2.2,15.4,36.8,85.0,89.0,20191103
69,Anthony Davis,Los Angeles Lakers,36:00,10,20,0.5,1,2,0.5,4,4,1.0,2,9,11,2,0,4,6,2,25,7,36:00,0.574,0.525,0.1,0.2,5.8,25.5,15.8,9.3,0.0,9.2,21.6,32.7,93.0,90.0,20191103
70,Avery Bradley,Los Angeles Lakers,26:59,7,9,0.778,1,1,1.0,1,1,1.0,0,3,3,1,1,0,0,0,16,8,26:59,0.847,0.833,0.111,0.111,0.0,11.4,5.7,6.0,1.7,0.0,0.0,14.8,167.0,96.0,20191103
71,Danny Green,Los Angeles Lakers,23:23,1,4,0.25,1,3,0.333,0,0,0.0,0,1,1,0,1,0,2,5,3,10,23:23,0.375,0.375,0.75,0.0,0.0,4.4,2.2,0.0,2.0,0.0,33.3,10.9,48.0,97.0,20191103
72,JaVale McGee,Los Angeles Lakers,11:06,1,1,1.0,0,0,0.0,0,0,0.0,0,3,3,0,0,2,0,4,2,-1,11:06,1.0,1.0,0.0,0.0,0.0,27.6,13.9,0.0,0.0,14.9,0.0,3.8,200.0,84.0,20191103
73,Kentavious Caldwell-Pope,Los Angeles Lakers,28:25,5,9,0.556,2,5,0.4,2,2,1.0,0,1,1,0,1,0,1,2,14,4,28:25,0.709,0.667,0.556,0.222,0.0,3.6,1.8,0.0,1.6,0.0,9.2,16.2,124.0,98.0,20191103
74,Dwight Howard,Los Angeles Lakers,20:58,7,7,1.0,0,0,0.0,0,1,0.0,4,9,13,2,0,2,1,3,14,2,20:58,0.941,1.0,0.0,0.143,19.9,43.8,32.0,17.6,0.0,7.9,11.8,17.0,168.0,86.0,20191103
