,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
0,Gary Harris,Denver Nuggets,35:14,3,11,0.273,1,5,0.2,1,1,1.0,0,3,3,0,2,0,5,5,8,5,35:14,0.35,0.318,0.455,0.091,0.0,8.7,4.4,0.0,2.7,0.0,30.4,20.0,48.0,102.0,20191023
1,Jamal Murray,Denver Nuggets,33:47,4,14,0.286,3,6,0.5,3,4,0.75,1,4,5,6,1,0,2,1,14,9,33:47,0.444,0.393,0.429,0.286,3.1,12.1,7.6,30.1,1.4,0.0,11.3,22.6,102.0,104.0,20191023
2,Paul Millsap,Denver Nuggets,31:46,3,8,0.375,3,4,0.75,2,2,1.0,0,5,5,2,3,2,2,3,11,4,31:46,0.619,0.563,0.5,0.25,0.0,16.1,8.1,10.3,4.5,5.1,18.4,14.7,106.0,92.0,20191023
3,Will Barton,Denver Nuggets,31:26,3,8,0.375,2,3,0.667,11,12,0.917,1,4,5,2,2,1,1,1,19,2,31:26,0.715,0.5,0.375,1.5,3.3,13.0,8.2,10.4,3.1,2.6,7.0,19.5,149.0,98.0,20191023
4,Nikola Jokić,Denver Nuggets,23:54,8,14,0.571,3,5,0.6,1,2,0.5,4,9,13,2,0,0,4,4,20,14,23:54,0.672,0.679,0.357,0.143,17.5,38.5,28.1,22.4,0.0,0.0,21.2,33.9,108.0,97.0,20191023
5,Jerami Grant,Denver Nuggets,20:49,3,4,0.75,2,2,1.0,1,2,0.5,1,1,2,1,0,0,1,1,9,8,20:49,0.922,1.0,0.5,0.5,5.0,4.9,5.0,8.5,0.0,0.0,17.0,12.1,143.0,109.0,20191023
6,Mason Plumlee,Denver Nuggets,19:28,2,4,0.5,0,0,0.0,1,2,0.5,3,1,4,5,1,0,0,2,5,-8,19:28,0.512,0.5,0.0,0.5,16.1,5.2,10.6,42.4,2.5,0.0,0.0,10.8,158.0,104.0,20191023
7,Torrey Craig,Denver Nuggets,16:02,4,6,0.667,2,3,0.667,0,0,0.0,1,5,6,2,1,1,1,4,10,2,16:02,0.833,0.833,0.5,0.0,6.5,31.8,19.3,27.2,3.0,5.1,14.3,18.7,141.0,90.0,20191023
8,Monte Morris,Denver Nuggets,14:11,2,6,0.333,0,0,0.0,2,2,1.0,0,1,1,3,0,0,1,0,6,-1,14:11,0.436,0.333,0.0,0.333,0.0,7.2,3.6,37.3,0.0,0.0,12.7,23.8,100.0,108.0,20191023
9,Malik Beasley,Denver Nuggets,13:23,2,6,0.333,2,4,0.5,0,0,0.0,0,1,1,1,1,0,2,2,6,5,13:23,0.5,0.5,0.667,0.0,0.0,7.6,3.9,13.4,3.6,0.0,25.0,25.6,76.0,100.0,20191023
10,Michael Porter Jr.,Denver Nuggets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
