,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
0,Kevin Love,Cleveland Cavaliers,35:57,4,9,0.444,0,1,0.0,3,4,0.75,1,17,18,3,1,0,2,2,11,-15,35:57,0.511,0.444,0.111,0.444,2.7,44.5,24.0,14.5,1.4,0.0,15.7,15.4,98.0,91.0,20191023
1,Tristan Thompson,Cleveland Cavaliers,33:15,8,11,0.727,0,0,0.0,0,0,0.0,2,9,11,1,0,1,1,2,16,0,33:15,0.727,0.727,0.0,0.0,5.9,25.5,15.9,6.7,0.0,2.6,8.3,15.7,132.0,95.0,20191023
2,Darius Garland,Cleveland Cavaliers,31:32,3,9,0.333,2,4,0.5,0,0,0.0,1,1,2,5,1,0,3,0,8,-7,31:32,0.444,0.444,0.444,0.0,3.1,3.0,3.0,26.8,1.5,0.0,25.0,16.5,83.0,99.0,20191023
3,Collin Sexton,Cleveland Cavaliers,29:54,5,15,0.333,3,8,0.375,3,4,0.75,1,1,2,2,0,0,3,1,16,-4,29:54,0.477,0.433,0.533,0.267,3.3,3.1,3.2,12.9,0.0,0.0,15.2,28.7,87.0,102.0,20191023
4,Cedi Osman,Cleveland Cavaliers,28:59,5,9,0.556,3,6,0.5,0,0,0.0,0,3,3,2,2,0,2,1,13,6,28:59,0.722,0.722,0.667,0.0,0.0,9.7,5.0,13.4,3.4,0.0,18.2,16.5,112.0,94.0,20191023
5,Larry Nance Jr.,Cleveland Cavaliers,26:48,4,11,0.364,1,5,0.2,0,2,0.0,4,10,14,2,0,1,4,5,9,-3,26:48,0.379,0.409,0.455,0.182,14.6,35.1,25.1,13.9,0.0,3.2,25.2,25.7,70.0,92.0,20191023
6,Jordan Clarkson,Cleveland Cavaliers,18:19,2,12,0.167,0,5,0.0,3,3,1.0,1,1,2,0,2,0,1,0,7,-12,18:19,0.263,0.167,0.417,0.25,5.3,5.1,5.2,0.0,5.3,0.0,7.0,33.9,58.0,91.0,20191023
7,Matthew Dellavedova,Cleveland Cavaliers,18:06,2,6,0.333,0,4,0.0,1,2,0.5,0,1,1,3,1,0,0,2,5,-5,18:06,0.363,0.333,0.667,0.333,0.0,5.2,2.7,28.7,2.7,0.0,0.0,16.5,93.0,95.0,20191023
8,Kevin Porter Jr.,Cleveland Cavaliers,17:10,0,6,0.0,0,1,0.0,0,0,0.0,0,1,1,2,1,0,0,2,0,-5,17:10,0.0,0.0,0.167,0.0,0.0,5.5,2.8,16.9,2.8,0.0,0.0,15.2,19.0,95.0,20191023
9,Dean Wade,Cleveland Cavaliers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
10,Tyler Cook,Cleveland Cavaliers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
11,Brandon Knight,Cleveland Cavaliers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
12,Team Totals,Cleveland Cavaliers,240,33,88,0.375,9,34,0.265,10,15,0.667,10,44,54,20,8,2,16,15,85,0,240,0.449,0.426,0.386,0.17,20.4,86.3,54.0,60.6,8.1,3.6,14.5,100.0,86.1,95.2,20191023
13,Tristan Thompson,Cleveland Cavaliers,34:42,11,16,0.688,1,2,0.5,2,2,1.0,5,8,13,0,0,3,0,2,25,23,34:42,0.741,0.719,0.125,0.125,16.5,29.1,22.5,0.0,0.0,7.0,0.0,21.1,158.0,98.0,20191026
14,Kevin Love,Cleveland Cavaliers,33:06,5,8,0.625,3,5,0.6,8,9,0.889,0,13,13,9,2,0,4,3,21,13,33:06,0.878,0.813,0.625,1.125,0.0,49.6,23.6,39.9,2.9,0.0,25.1,20.9,145.0,95.0,20191026
15,Collin Sexton,Cleveland Cavaliers,30:23,6,14,0.429,2,3,0.667,4,6,0.667,2,3,5,3,0,0,2,1,18,10,30:23,0.541,0.5,0.214,0.429,7.5,12.5,9.9,15.5,0.0,0.0,10.7,26.6,113.0,107.0,20191026
16,Darius Garland,Cleveland Cavaliers,29:23,5,12,0.417,2,5,0.4,0,0,0.0,1,0,1,4,1,0,4,2,12,0,29:23,0.5,0.5,0.417,0.0,3.9,0.0,2.0,20.5,1.6,0.0,25.0,23.6,89.0,105.0,20191026
17,Cedi Osman,Cleveland Cavaliers,27:35,0,3,0.0,0,1,0.0,1,2,0.5,0,1,1,0,0,0,1,3,1,9,27:35,0.129,0.0,0.333,0.667,0.0,4.6,2.2,0.0,0.0,0.0,20.5,7.7,24.0,108.0,20191026
18,Kevin Porter Jr.,Cleveland Cavaliers,20:25,3,6,0.5,0,3,0.0,0,0,0.0,0,0,0,2,0,2,3,4,6,2,20:25,0.5,0.5,0.5,0.0,0.0,0.0,0.0,14.3,0.0,8.0,33.3,19.1,75.0,102.0,20191026
19,Larry Nance Jr.,Cleveland Cavaliers,19:13,4,7,0.571,1,4,0.25,0,0,0.0,1,3,4,1,1,0,0,1,9,-9,19:13,0.643,0.643,0.571,0.0,5.9,19.7,12.5,8.3,2.5,0.0,0.0,15.8,141.0,100.0,20191026
20,Matthew Dellavedova,Cleveland Cavaliers,18:36,0,4,0.0,0,4,0.0,0,0,0.0,1,0,1,3,1,0,1,3,0,11,18:36,0.0,0.0,1.0,0.0,6.1,0.0,3.2,19.4,2.6,0.0,20.0,11.6,52.0,103.0,20191026
21,Jordan Clarkson,Cleveland Cavaliers,17:37,5,8,0.625,2,3,0.667,3,4,0.75,0,2,2,1,2,0,2,1,15,1,17:37,0.768,0.75,0.375,0.5,0.0,14.3,6.8,10.3,5.5,0.0,17.0,28.9,125.0,94.0,20191026
22,John Henson,Cleveland Cavaliers,8:17,1,2,0.5,0,1,0.0,1,6,0.167,2,1,3,0,2,2,1,0,3,-5,8:17,0.323,0.5,0.5,3.0,27.6,15.2,21.7,0.0,11.7,19.6,17.7,29.5,70.0,63.0,20191026
23,Tyler Cook,Cleveland Cavaliers,0:20,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0:20,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,20191026
24,Alfonzo McKinnie,Cleveland Cavaliers,0:20,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,20191026
25,Brandon Knight,Cleveland Cavaliers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191026
26,Team Totals,Cleveland Cavaliers,240,40,80,0.5,11,31,0.355,19,29,0.655,12,32,44,23,9,7,18,20,110,0,240,0.593,0.569,0.388,0.363,28.6,84.2,55.0,57.5,9.1,11.9,16.3,100.0,110.9,99.8,20191026
27,Tristan Thompson,Cleveland Cavaliers,33:25,8,18,0.444,0,0,0.0,1,2,0.5,5,8,13,4,0,0,0,3,17,-19,33:25,0.45,0.444,0.0,0.111,13.8,25.0,19.1,17.1,0.0,0.0,0.0,23.3,113.0,123.0,20191028
28,Kevin Love,Cleveland Cavaliers,33:08,5,12,0.417,3,10,0.3,2,2,1.0,0,16,16,2,0,0,4,4,15,-14,33:08,0.582,0.542,0.833,0.167,0.0,50.4,23.7,7.7,0.0,0.0,23.7,21.0,92.0,119.0,20191028
29,Collin Sexton,Cleveland Cavaliers,30:17,8,15,0.533,2,5,0.4,0,0,0.0,0,3,3,1,0,0,2,3,18,-15,30:17,0.6,0.6,0.333,0.0,0.0,10.3,4.9,4.9,0.0,0.0,11.8,23.2,105.0,125.0,20191028
30,Cedi Osman,Cleveland Cavaliers,27:04,4,8,0.5,2,5,0.4,0,0,0.0,0,1,1,2,0,0,0,2,10,-6,27:04,0.625,0.625,0.625,0.0,0.0,3.9,1.8,9.4,0.0,0.0,0.0,12.2,133.0,127.0,20191028
31,Darius Garland,Cleveland Cavaliers,23:02,4,11,0.364,1,5,0.2,0,0,0.0,0,1,1,2,0,0,2,3,9,-11,23:02,0.409,0.409,0.455,0.0,0.0,4.5,2.1,11.4,0.0,0.0,15.4,23.3,77.0,126.0,20191028
32,Jordan Clarkson,Cleveland Cavaliers,25:16,6,13,0.462,2,6,0.333,3,3,1.0,0,0,0,4,0,0,1,0,17,-17,25:16,0.594,0.538,0.462,0.231,0.0,0.0,0.0,22.6,0.0,0.0,6.5,25.0,122.0,128.0,20191028
33,Larry Nance Jr.,Cleveland Cavaliers,25:15,6,9,0.667,2,4,0.5,1,2,0.5,3,5,8,1,1,2,0,2,15,-5,25:15,0.759,0.778,0.444,0.222,11.0,20.7,15.5,5.7,1.8,7.0,0.0,16.2,160.0,114.0,20191028
34,Matthew Dellavedova,Cleveland Cavaliers,21:37,2,5,0.4,0,2,0.0,1,1,1.0,0,2,2,3,0,0,2,3,5,-6,21:37,0.46,0.4,0.4,0.2,0.0,9.7,4.5,16.4,0.0,0.0,26.9,14.2,84.0,125.0,20191028
35,Kevin Porter Jr.,Cleveland Cavaliers,16:26,1,7,0.143,0,2,0.0,2,2,1.0,2,2,4,0,0,1,0,2,4,0,16:26,0.254,0.143,0.286,0.286,11.2,12.7,11.9,0.0,0.0,5.4,0.0,19.8,73.0,121.0,20191028
36,Tyler Cook,Cleveland Cavaliers,2:15,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,4,2:15,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,0.0,36.7,97.0,81.0,20191028
37,Alfonzo McKinnie,Cleveland Cavaliers,2:15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,4,2:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,20191028
38,Brandon Knight,Cleveland Cavaliers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191028
39,Team Totals,Cleveland Cavaliers,240,45,100,0.45,12,39,0.308,10,12,0.833,10,38,48,19,2,3,11,22,112,0,240,0.532,0.51,0.39,0.12,19.2,82.6,49.0,42.2,1.9,5.6,9.5,100.0,106.7,122.9,20191028
40,Tristan Thompson,Cleveland Cavaliers,35:01,11,19,0.579,0,0,0.0,1,3,0.333,5,5,10,2,0,5,1,3,23,-2,35:01,0.566,0.579,0.0,0.158,20.8,14.9,17.4,10.6,0.0,13.4,4.7,26.9,124.0,111.0,20191030
41,Kevin Love,Cleveland Cavaliers,31:12,6,10,0.6,1,3,0.333,4,5,0.8,1,19,20,6,1,0,3,1,17,12,31:12,0.697,0.65,0.3,0.5,4.7,63.5,38.9,29.1,1.6,0.0,19.7,21.5,129.0,104.0,20191030
42,Cedi Osman,Cleveland Cavaliers,30:44,4,6,0.667,4,5,0.8,0,0,0.0,0,4,4,3,1,1,2,4,12,-1,30:44,1.0,1.0,0.833,0.0,0.0,13.6,7.9,13.5,1.6,3.1,25.0,11.5,141.0,115.0,20191030
43,Collin Sexton,Cleveland Cavaliers,28:16,7,12,0.583,1,4,0.25,3,4,0.75,1,1,2,2,0,0,4,4,18,1,28:16,0.654,0.625,0.333,0.333,5.1,3.7,4.3,11.7,0.0,0.0,22.5,27.8,106.0,124.0,20191030
44,Darius Garland,Cleveland Cavaliers,25:17,4,11,0.364,1,4,0.25,0,0,0.0,0,1,1,3,0,0,4,3,9,1,25:17,0.409,0.409,0.364,0.0,0.0,4.1,2.4,17.0,0.0,0.0,26.7,26.2,73.0,124.0,20191030
45,Larry Nance Jr.,Cleveland Cavaliers,29:47,3,9,0.333,1,4,0.25,5,6,0.833,1,4,5,2,0,0,1,2,12,2,29:47,0.515,0.389,0.444,0.667,4.9,14.0,10.2,8.9,0.0,0.0,7.9,18.8,117.0,122.0,20191030
46,Jordan Clarkson,Cleveland Cavaliers,25:54,4,6,0.667,1,1,1.0,8,9,0.889,0,0,0,4,0,0,0,2,17,8,25:54,0.853,0.75,0.167,1.5,0.0,0.0,0.0,22.1,0.0,0.0,0.0,17.0,189.0,125.0,20191030
47,Kevin Porter Jr.,Cleveland Cavaliers,20:17,2,4,0.5,1,2,0.5,4,4,1.0,1,3,4,2,0,1,1,2,9,7,20:17,0.781,0.625,0.5,1.0,7.2,15.4,12.0,13.1,0.0,4.6,14.8,14.7,152.0,118.0,20191030
48,Matthew Dellavedova,Cleveland Cavaliers,13:32,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,1,1,0,1,0,0,2,13:32,0.0,0.0,1.0,0.0,10.7,0.0,4.5,8.7,3.7,0.0,50.0,6.5,60.0,117.0,20191030
49,Tyler Cook,Cleveland Cavaliers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191030
50,Alfonzo McKinnie,Cleveland Cavaliers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191030
51,Brandon Knight,Cleveland Cavaliers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191030
52,Team Totals,Cleveland Cavaliers,240,41,78,0.526,10,24,0.417,25,31,0.806,10,37,47,25,3,7,17,21,117,0,240,0.638,0.59,0.308,0.397,30.3,80.4,59.5,61.0,3.2,13.7,15.6,100.0,123.2,116.9,20191030
53,Cedi Osman,Cleveland Cavaliers,37:35,3,8,0.375,2,4,0.5,2,2,1.0,0,4,4,1,3,0,1,1,10,7,37:35,0.563,0.5,0.5,0.25,0.0,9.3,5.0,4.5,3.6,0.0,10.1,11.1,98.0,95.0,20191101
54,Collin Sexton,Cleveland Cavaliers,37:22,9,21,0.429,2,5,0.4,1,2,0.5,0,3,3,2,2,0,0,3,21,2,37:22,0.48,0.476,0.238,0.095,0.0,7.0,3.7,12.6,2.4,0.0,0.0,24.7,93.0,98.0,20191101
55,Kevin Love,Cleveland Cavaliers,34:56,7,16,0.438,5,11,0.455,3,4,0.75,1,16,17,4,1,0,6,2,22,-7,34:56,0.619,0.594,0.688,0.25,2.9,40.0,22.7,24.6,1.3,0.0,25.3,28.6,91.0,89.0,20191101
56,Tristan Thompson,Cleveland Cavaliers,31:28,3,8,0.375,0,0,0.0,1,2,0.5,1,8,9,4,2,0,0,6,7,10,31:28,0.394,0.375,0.0,0.25,3.2,22.2,13.3,22.2,2.9,0.0,0.0,11.9,97.0,92.0,20191101
57,Darius Garland,Cleveland Cavaliers,25:31,0,10,0.0,0,2,0.0,2,4,0.5,0,1,1,3,0,0,0,0,2,2,25:31,0.085,0.0,0.2,0.4,0.0,3.4,1.8,17.6,0.0,0.0,0.0,19.4,31.0,105.0,20191101
58,Jordan Clarkson,Cleveland Cavaliers,27:04,6,12,0.5,1,6,0.167,7,7,1.0,0,2,2,5,1,1,2,3,20,-8,27:04,0.663,0.542,0.5,0.583,0.0,6.4,3.4,41.5,1.7,2.6,11.7,26.6,123.0,98.0,20191101
59,Larry Nance Jr.,Cleveland Cavaliers,26:06,3,7,0.429,0,1,0.0,2,2,1.0,1,4,5,1,0,0,3,2,8,-15,26:06,0.508,0.429,0.143,0.286,3.8,13.4,8.9,6.9,0.0,0.0,27.6,17.6,78.0,101.0,20191101
60,Kevin Porter Jr.,Cleveland Cavaliers,13:55,1,2,0.5,1,1,1.0,2,2,1.0,0,4,4,0,0,0,3,3,5,-16,13:55,0.868,0.75,0.5,1.0,0.0,25.1,13.4,0.0,0.0,0.0,51.0,17.8,76.0,97.0,20191101
61,Brandon Knight,Cleveland Cavaliers,6:03,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,-10,6:03,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.8,0.0,106.0,20191101
62,Alfonzo McKinnie,Cleveland Cavaliers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
63,Tyler Cook,Cleveland Cavaliers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
64,Team Totals,Cleveland Cavaliers,240,32,87,0.368,11,32,0.344,20,25,0.8,3,42,45,20,9,1,16,21,95,0,240,0.485,0.431,0.368,0.287,6.3,76.4,43.7,62.5,8.5,1.4,14.0,100.0,89.5,96.1,20191101
