,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
0,Trae Young,Atlanta Hawks,37:15,11,21,0.524,6,10,0.6,10,12,0.833,0,7,7,9,1,0,6,0,38,17,37:15,0.723,0.667,0.476,0.571,0.0,21.0,11.1,38.9,1.3,0.0,18.6,38.4,125.0,105.0,20191024
1,John Collins,Atlanta Hawks,30:14,8,15,0.533,1,3,0.333,1,1,1.0,3,7,10,1,2,1,0,2,18,4,30:14,0.583,0.567,0.2,0.067,12.5,25.8,19.6,5.1,3.3,3.3,0.0,22.6,128.0,96.0,20191024
2,De'Andre Hunter,Atlanta Hawks,25:27,5,8,0.625,2,3,0.667,2,2,1.0,0,2,2,0,0,0,2,0,14,12,25:27,0.788,0.75,0.375,0.25,0.0,8.8,4.7,0.0,0.0,0.0,18.4,19.0,119.0,111.0,20191024
3,Alex Len,Atlanta Hawks,23:53,1,5,0.2,0,2,0.0,2,2,1.0,2,4,6,1,2,1,1,2,4,1,23:53,0.34,0.2,0.4,0.4,10.6,18.7,14.9,4.8,4.2,4.2,14.5,12.8,88.0,96.0,20191024
4,Cam Reddish,Atlanta Hawks,21:27,0,6,0.0,0,5,0.0,1,2,0.5,1,6,7,1,1,0,0,1,1,11,21:27,0.073,0.0,0.833,0.333,5.9,31.2,19.3,5.1,2.3,0.0,0.0,14.2,40.0,99.0,20191024
5,DeAndre' Bembry,Atlanta Hawks,23:31,4,5,0.8,0,1,0.0,0,0,0.0,1,1,2,3,2,0,0,1,8,11,23:31,0.8,0.8,0.2,0.0,5.4,4.7,5.0,17.1,4.2,0.0,0.0,9.4,174.0,102.0,20191024
6,Jabari Parker,Atlanta Hawks,22:41,8,11,0.727,1,2,0.5,1,1,1.0,0,1,1,0,0,0,0,1,18,10,22:41,0.787,0.773,0.182,0.091,0.0,4.9,2.6,0.0,0.0,0.0,0.0,22.4,151.0,112.0,20191024
7,Evan Turner,Atlanta Hawks,16:48,4,4,1.0,0,0,0.0,1,1,1.0,0,0,0,4,1,0,0,0,9,7,16:48,1.014,1.0,0.0,0.25,0.0,0.0,0.0,35.1,3.0,0.0,0.0,11.7,211.0,107.0,20191024
8,Bruno Fernando,Atlanta Hawks,14:26,3,6,0.5,1,1,1.0,0,0,0.0,1,2,3,2,0,0,0,2,7,7,14:26,0.583,0.583,0.167,0.0,8.8,15.5,12.3,19.5,0.0,0.0,0.0,18.4,134.0,109.0,20191024
9,Kevin Huerter,Atlanta Hawks,14:04,0,3,0.0,0,2,0.0,0,0,0.0,0,4,4,5,0,0,3,5,0,-5,14:04,0.0,0.0,0.667,0.0,0.0,31.7,16.9,38.8,0.0,0.0,50.0,18.9,47.0,104.0,20191024
